ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
80040,0,0,0,0,0,0,0,0,0,0
80041,0,0,0,0,0,0,0,0,0,0
80042,0,0,0,0,17,0,0,0,0,0
80043,0,0,0,0,0,0,0,0,0,0
80044,0,0,0,0,0,0,0,0,0,0
80045,10,10,10,10,10,10,10,10,10,10
80046,0,0,0,0,0,0,0,0,0,0
80047,22,22,22,22,22,22,22,22,22,22
80048,0,0,0,0,0,0,0,0,0,0
80049,30,30,30,30,30,30,30,30,30,30
80050,0,0,0,0,0,0,0,0,0,0
80051,22,22,22,22,22,22,22,22,22,22
80052,0,0,0,0,0,0,0,0,0,0
80053,0,0,0,0,0,0,0,0,0,0
80054,0,0,0,0,0,0,0,0,0,0
80055,0,0,0,0,0,0,0,0,0,0
80056,0,0,0,0,0,0,0,0,0,0
80057,15,15,15,15,15,15,15,15,15,15
80058,12,12,12,12,12,12,12,12,12,12
80059,0,0,0,0,0,0,0,0,0,0
80060,21,21,21,21,21,21,21,21,21,21
80061,6,6,6,6,6,6,6,6,6,6
80062,9,9,9,9,9,9,9,9,9,9
80063,27,27,27,27,27,27,27,27,27,27
80064,0,0,0,0,0,0,0,0,0,0
80065,0,0,0,0,0,19,0,20,0,0
80066,0,0,0,0,0,0,0,0,0,5
80067,18,18,18,18,18,18,18,18,18,18
80068,0,0,0,0,0,0,0,0,0,0
80069,0,0,0,0,0,0,0,0,0,0
80070,2,2,2,2,2,2,2,2,2,2
80071,0,0,0,0,0,0,0,0,0,0
80072,0,0,18,0,16,0,0,0,0,0
80073,25,25,25,25,25,25,25,25,25,25
80074,0,0,0,0,0,0,0,0,0,0
80075,0,0,0,0,0,0,0,0,0,0
80076,23,23,23,23,23,23,23,23,23,23
80077,0,0,16,0,3,0,0,0,0,0
80078,5,0,0,0,0,0,0,0,0,0
80079,0,0,0,0,0,0,0,0,0,18
80080,4,4,4,4,4,4,4,4,4,4
80081,0,0,0,0,0,0,0,0,0,0
80082,29,29,29,29,29,29,29,29,29,29
80083,0,0,0,0,0,0,0,0,0,0
80084,14,14,14,14,14,14,14,14,14,14
80085,0,0,0,0,0,0,0,0,0,18
80086,14,14,14,14,14,14,14,14,19,14
80087,34,34,34,34,34,34,34,34,34,34
80088,0,29,0,0,0,0,0,0,0,0
80089,0,0,0,0,0,0,0,0,0,0
80090,0,0,0,0,0,0,0,0,0,0
80091,7,7,7,7,7,7,7,7,7,7
80093,14,14,14,14,14,14,14,14,14,14
80094,23,23,23,23,23,23,23,23,23,23
80095,0,0,0,0,0,0,0,0,0,0
80096,28,28,28,28,28,28,28,28,28,28
80097,0,0,0,0,0,0,0,0,0,0
80098,0,0,0,0,0,0,0,0,0,0
80099,9,9,9,9,9,9,9,9,9,9
80100,0,0,0,0,0,0,0,0,0,0
80101,17,17,17,17,17,17,17,17,17,17
80102,0,0,0,0,0,0,0,0,0,4
80103,15,16,13,3,13,12,7,0,11,16
80104,12,12,12,12,12,12,12,12,12,12
80105,20,20,20,20,20,20,20,20,20,20
80106,0,0,0,0,0,0,0,0,0,0
80107,11,11,11,11,11,11,11,11,11,11
80108,0,0,0,0,0,0,0,0,0,0
80109,0,0,0,0,0,0,0,0,0,0
80110,0,0,0,0,0,0,0,0,6,0
80111,15,15,15,15,15,15,15,15,15,15
80112,18,18,18,18,18,18,18,18,18,18
80113,0,0,0,0,0,0,0,0,0,0
80114,26,26,26,26,26,26,26,26,26,26
80115,0,0,0,0,0,0,9,0,0,0
80116,17,17,17,17,17,17,17,17,17,17
80117,0,0,0,0,0,0,10,0,0,0
80118,21,5,16,18,19,19,16,11,15,15
80119,0,0,0,0,0,0,0,0,0,0
80120,0,0,0,0,0,0,0,0,0,0
80121,0,0,0,0,0,0,0,10,0,28
80122,0,0,0,0,0,0,0,0,0,0
80123,0,0,0,0,0,0,0,0,0,0
80124,0,0,0,0,6,0,0,0,0,0
80125,9,9,9,9,9,9,9,9,9,9
80126,18,18,18,18,18,18,18,18,18,18
80127,0,0,0,0,0,0,0,0,0,0
80128,14,0,0,14,10,0,0,0,8,15
80129,0,0,0,0,21,0,0,0,0,0
80130,0,0,0,0,0,0,0,0,0,0
80131,0,0,0,0,15,0,0,0,0,0
80132,5,0,10,10,13,13,0,8,0,0
80133,14,14,14,14,14,14,14,14,14,14
80134,23,39,23,23,23,31,23,23,25,23
80135,18,18,18,18,18,18,18,18,18,18
80136,0,0,0,0,0,0,0,0,0,0
80137,11,11,11,11,11,30,11,11,11,11
80138,36,36,36,36,36,36,36,36,36,36
80139,32,32,32,32,32,32,32,32,32,32
80140,25,25,25,25,25,25,25,25,25,25
80141,12,12,12,12,12,12,12,12,12,12
80142,0,0,0,0,0,0,0,0,0,0
80143,33,33,33,33,33,33,33,33,33,33
80144,0,0,0,0,0,0,0,0,0,0
80145,0,12,0,36,0,13,0,0,0,0
80146,0,0,0,0,0,0,0,0,0,0
80147,0,0,0,0,0,0,18,0,3,0
80148,20,20,20,20,20,20,20,20,20,20
80149,19,19,19,19,19,19,19,19,19,19
80150,0,0,0,0,5,0,0,12,0,0
80151,26,26,26,26,26,26,26,26,26,26
80152,0,0,0,0,0,0,20,0,0,0
80153,20,20,20,20,20,20,20,20,20,20
80154,0,0,0,0,0,0,0,0,0,0
80155,21,21,21,21,21,21,21,21,21,21
80156,24,24,24,24,24,24,24,24,24,24
80157,0,0,0,0,0,0,0,0,0,0
80158,18,18,18,18,18,18,18,18,18,18
80159,0,0,0,0,0,0,0,0,0,0
80160,0,0,0,0,0,0,0,0,0,0
80161,16,16,16,16,16,16,16,16,16,16
80162,6,6,6,6,6,6,6,6,6,6
80163,18,18,18,18,18,18,18,18,18,18
80164,31,31,31,31,31,31,31,31,31,31
80165,16,16,16,16,16,16,16,16,16,16
80166,30,30,30,30,30,30,30,30,30,30
80167,22,22,22,22,22,22,22,22,22,22
80168,7,7,7,7,7,7,13,7,7,7
80169,10,10,10,10,10,10,10,21,10,10
80170,11,11,11,11,11,18,11,11,11,11
80171,0,0,0,0,0,0,15,0,0,0
80172,0,0,0,0,0,0,0,0,0,0
80173,18,0,0,0,0,0,0,0,0,51
80174,0,0,0,0,0,0,0,0,0,0
80175,0,0,0,0,0,0,0,0,0,0
80176,0,0,0,0,0,3,0,0,0,0
80177,28,28,28,28,28,28,28,28,28,28
80178,0,0,0,0,23,0,0,0,0,0
80179,5,5,5,5,5,5,5,5,8,5
80180,11,16,15,8,21,14,24,2,5,24
80181,0,0,0,0,0,0,0,0,20,0
80182,0,0,0,0,0,0,0,0,0,0
80183,0,0,0,0,0,0,0,0,0,0
80184,0,0,0,0,0,0,0,0,0,0
80185,0,0,14,0,0,5,0,12,0,9
80186,30,30,30,30,30,30,30,30,30,30
80187,0,0,0,0,0,0,0,0,0,0
80188,17,17,17,17,17,17,17,17,17,17
80189,10,10,22,10,10,10,10,10,10,10
80190,0,0,0,0,0,0,0,0,0,0
80191,0,0,0,0,0,0,0,0,0,0
80192,0,0,0,0,0,0,0,0,0,0
80193,0,0,0,13,0,0,0,0,6,0
80194,0,0,0,0,0,0,0,0,0,0
80195,11,0,14,0,0,0,0,0,0,0
80196,18,18,18,18,18,18,18,18,18,18
80197,0,0,0,0,0,0,0,0,0,0
80198,26,26,26,26,26,26,26,26,26,26
80199,0,0,0,7,0,0,0,0,0,0
80200,0,0,0,0,0,0,0,0,0,0
80201,39,39,39,39,39,39,39,39,39,39
80202,23,23,23,23,23,23,23,23,23,23
80203,0,0,0,0,0,0,0,0,0,0
80204,0,0,0,0,0,0,0,0,22,0
80205,0,0,0,0,0,0,0,0,0,0
80206,25,25,25,25,25,25,25,25,25,25
80207,29,29,29,29,29,29,29,29,29,29
80208,0,0,28,0,0,0,0,0,16,0
80209,42,42,42,42,42,42,42,42,42,42
80210,21,21,21,21,21,21,21,21,21,21
80211,15,0,9,0,0,0,0,0,0,0
80212,0,0,0,0,0,0,0,0,0,0
80213,33,33,33,33,33,33,33,33,33,33
80214,12,12,12,12,12,12,12,12,12,12
80215,0,0,0,0,0,0,0,0,0,0
80216,17,17,17,17,17,17,17,17,17,17
80217,0,0,0,0,0,0,0,0,0,0
80218,21,21,21,21,21,21,21,21,21,21
80219,16,0,0,0,0,6,0,0,0,0
80220,0,0,0,0,0,0,0,32,0,0
80221,14,14,14,14,14,14,14,14,14,14
80222,0,0,0,0,0,0,0,0,0,0
80223,0,0,0,0,0,0,0,0,0,0
80224,22,22,22,22,22,22,22,22,22,22
80225,0,0,0,0,0,0,0,0,0,0
80226,5,5,5,5,5,5,5,5,5,5
80227,0,0,0,0,0,0,0,0,0,0
80228,0,0,0,0,0,0,0,15,0,0
80229,27,27,27,27,27,27,27,27,27,27
80230,0,0,0,0,0,0,0,0,0,0
80231,0,0,0,0,0,0,0,0,0,0
80232,23,23,23,23,23,23,23,23,23,23
80233,14,14,14,14,14,14,14,14,14,14
80234,16,16,16,16,16,16,16,16,16,16
80235,15,15,15,15,15,15,15,15,15,15
80236,0,0,0,0,0,0,0,0,0,0
80237,8,9,0,21,15,0,0,42,13,0
80238,0,5,0,0,0,26,0,0,19,0
80239,0,0,0,0,0,0,0,0,0,0
80240,5,5,5,5,5,5,5,5,5,5
80241,17,17,17,17,17,17,17,17,17,17
80242,0,0,0,0,0,0,0,0,0,0
80243,0,0,0,0,0,0,0,0,0,0
80244,0,0,0,0,0,0,0,0,0,0
80245,15,15,15,15,15,15,15,15,15,15
80246,0,0,0,0,0,0,0,0,0,0
80247,22,22,22,22,22,22,22,22,22,22
80248,21,21,21,21,21,21,21,21,21,21
80249,0,0,0,0,0,0,0,0,0,0
80250,21,21,21,21,21,21,21,21,21,21
80251,0,0,0,0,0,0,0,0,0,0
80252,4,0,0,26,0,0,0,21,0,0
80253,0,0,0,0,0,0,0,24,0,0
80254,19,19,19,19,19,19,19,19,19,19
80255,27,27,27,27,27,27,27,27,27,27
80256,18,18,18,22,18,18,18,18,28,18
80257,6,6,6,6,6,6,6,6,6,6
80258,0,0,0,0,0,0,0,0,0,0
80259,0,0,0,0,0,0,0,0,0,0
80260,11,11,11,11,11,11,11,11,11,11
80261,19,19,19,19,19,19,19,19,19,19
80262,0,0,0,0,0,0,0,0,0,0
80263,0,0,0,0,0,0,0,0,0,0
80264,0,0,0,0,8,0,0,0,0,17
80265,8,8,8,8,8,8,8,8,8,8
80266,0,0,0,0,0,0,0,0,0,0
80267,11,11,11,11,11,11,11,11,11,11
80268,18,23,17,27,14,16,10,21,27,7
80269,17,17,17,17,17,17,17,17,17,17
80270,0,0,0,0,16,0,0,0,0,0
80271,0,0,0,0,0,0,0,0,0,0
80272,18,18,18,18,18,18,18,18,18,18
80273,6,0,0,0,0,0,0,0,0,0
80274,19,0,0,0,0,0,0,0,0,0
80275,0,0,0,0,0,0,0,0,0,0
80276,8,8,8,8,8,8,8,8,8,8
80277,6,0,0,0,0,0,0,0,0,0
80278,0,0,0,0,0,0,0,0,0,0
80279,2,0,0,0,0,0,0,0,21,0
80280,11,11,11,11,18,11,11,11,11,11
80281,1,1,1,1,1,1,1,1,1,1
80282,0,12,0,0,8,0,0,0,0,5
80283,0,0,0,0,2,0,0,0,0,0
80284,12,12,12,12,12,12,12,12,12,12
80285,25,25,25,25,25,25,25,25,25,25
80286,19,19,19,19,19,19,19,19,19,19
80287,0,0,0,0,0,0,0,0,0,0
80288,0,0,0,0,0,0,0,0,0,0
80289,15,31,14,12,19,20,19,3,22,11
80290,0,0,0,0,0,0,0,0,0,0
80291,0,0,0,0,0,0,0,0,0,0
80292,0,0,0,0,0,0,0,0,0,0
80293,0,0,0,0,0,0,0,0,0,0
80294,19,19,19,19,19,19,19,19,19,19
80295,0,0,0,0,0,0,0,0,0,0
80296,0,0,0,0,0,0,0,0,0,0
80297,0,0,0,0,0,0,0,0,0,0
80298,0,0,0,0,0,0,0,0,0,0
80299,0,0,0,0,0,0,0,0,0,0
80300,0,0,0,0,2,22,0,0,7,0
80301,0,0,0,0,0,0,0,0,0,0
80302,20,20,20,20,20,20,20,20,20,20
80303,0,0,0,0,0,0,0,0,0,0
80304,0,0,19,15,0,0,0,0,0,0
80305,14,14,14,14,14,14,14,14,14,14
80306,12,12,12,12,12,12,12,12,12,12
80307,28,28,28,28,28,28,28,28,28,28
80308,0,0,0,0,0,0,0,0,0,0
80309,0,0,0,0,0,0,0,0,0,0
80310,0,0,0,0,0,0,0,0,0,0
80311,0,0,0,0,0,0,0,0,0,0
80312,0,0,0,0,0,8,0,0,0,9
80313,1,1,1,1,1,1,1,1,1,1
80314,0,0,0,0,0,0,0,16,20,6
80315,7,7,7,7,7,7,7,7,7,7
80316,28,28,28,28,28,28,28,28,28,28
80317,0,0,0,0,0,0,0,0,0,0
80318,21,21,21,21,21,21,21,21,21,21
80319,10,10,10,10,10,10,10,10,10,10
80320,0,0,0,0,0,0,0,0,0,0
80321,19,19,19,19,19,19,19,19,19,19
80322,24,24,24,24,24,24,24,24,24,24
80323,15,15,15,15,15,15,15,15,15,15
80324,15,15,15,15,15,15,15,15,15,15
80325,0,0,0,0,0,0,0,0,0,0
80326,21,21,21,21,21,21,21,21,21,21
80327,0,0,0,0,0,0,0,0,0,0
80328,32,32,32,32,32,32,32,32,32,32
80329,17,0,0,0,0,0,0,0,0,0
80330,0,0,0,10,0,20,17,0,31,0
80331,0,0,0,0,0,0,0,0,0,0
80332,0,0,0,0,0,0,0,0,0,0
80333,23,23,23,23,23,23,23,23,23,23
80334,0,0,0,0,0,0,13,0,0,0
80335,0,0,0,0,0,0,0,0,0,0
80336,10,10,10,10,10,10,10,10,10,10
80337,22,22,22,22,22,22,22,22,22,22
80338,16,9,0,14,0,0,0,0,0,0
80339,7,7,7,7,7,7,7,7,7,7
80340,3,3,3,3,3,3,3,3,3,3
80341,0,0,0,0,0,0,0,0,0,0
80342,0,0,0,0,0,33,0,0,0,0
80343,19,19,19,19,19,19,19,19,19,19
80344,11,11,11,11,11,11,11,11,11,11
80345,19,10,10,10,10,10,10,10,10,10
80346,9,9,9,9,9,9,9,9,9,9
80347,17,12,0,19,0,17,16,17,24,16
80348,22,22,22,22,22,22,22,22,22,22
80349,0,0,0,0,0,0,0,0,0,0
80350,0,0,0,0,0,0,0,0,0,0
80351,0,0,0,0,0,0,0,0,0,0
80352,0,0,0,0,0,0,0,0,0,0
80353,4,0,0,0,0,0,25,0,0,0
80354,0,0,0,0,0,0,0,0,0,0
80355,0,0,0,0,0,0,0,0,0,0
80356,9,9,9,9,9,9,9,9,9,9
80357,0,0,0,0,0,0,11,18,9,0
80358,21,15,12,12,23,14,22,23,12,14
80359,22,22,22,22,22,22,22,22,22,22
80360,10,10,10,10,10,10,10,10,10,10
80362,0,0,9,4,0,0,0,11,7,0
80363,0,0,0,0,0,0,0,0,0,0
80364,0,0,0,18,0,22,0,0,0,0
80365,9,9,9,9,9,9,9,9,9,9
80366,4,0,0,0,0,0,0,0,0,0
80367,15,0,0,0,0,0,0,0,0,0
80368,17,17,17,17,17,17,17,17,17,17
80369,0,0,27,0,0,0,5,0,4,14
80370,9,9,9,9,20,9,9,9,10,10
80371,4,4,4,4,4,4,4,4,4,4
80372,26,26,26,26,26,26,26,26,26,26
80373,19,19,19,19,19,19,19,19,19,19
80374,19,19,19,19,19,19,19,19,19,19
80375,0,0,0,0,0,0,0,0,0,0
80376,0,0,0,0,0,0,0,0,0,0
80377,0,27,0,0,0,24,0,15,0,0
80378,0,9,0,0,0,0,0,0,0,0
80379,1,1,1,1,1,1,1,1,1,1
80380,17,17,17,17,17,17,17,17,17,17
80381,22,22,22,22,22,22,22,22,22,22
80382,0,0,0,0,0,0,0,0,0,0
80383,0,0,0,0,0,0,0,0,0,0
80384,0,0,0,0,0,0,0,0,0,10
80385,0,0,0,0,0,0,0,0,0,0
80386,0,0,0,0,0,0,0,0,0,0
80387,0,0,0,0,0,0,0,0,0,0
80388,0,0,0,0,0,0,26,0,0,0
80389,0,0,0,0,0,0,0,0,0,0
80390,21,21,21,21,21,21,21,21,21,21
80391,13,13,13,13,13,13,13,13,13,13
80392,28,0,0,13,14,20,8,29,0,21
80393,0,0,0,0,0,0,0,0,0,0
80394,0,21,16,0,0,0,0,0,0,0
80395,18,18,18,18,18,18,18,18,18,18
80396,10,10,10,10,10,10,10,10,10,10
80397,0,0,0,0,0,0,0,0,0,0
80398,0,0,0,0,0,0,0,0,0,0
80399,0,0,0,0,0,0,0,0,0,0
80400,0,0,0,0,0,0,0,0,0,0
80401,19,19,19,19,19,19,19,19,19,19
80402,0,0,0,0,0,0,0,0,0,0
80403,32,32,32,32,32,32,32,32,32,32
80404,0,0,0,0,0,0,0,0,0,0
80405,7,7,7,7,7,36,7,7,7,7
80406,19,19,19,19,19,19,19,19,19,19
80407,0,0,0,0,0,0,0,0,0,0
80408,0,0,0,0,0,0,7,0,0,0
80409,2,2,2,2,2,2,2,2,2,2
80410,0,0,0,0,0,0,0,0,0,0
80411,0,0,0,0,0,0,0,0,0,0
80412,0,0,0,0,0,0,0,21,0,0
80413,18,6,21,17,19,21,19,15,13,22
80414,20,20,20,20,20,20,20,20,20,20
80415,0,0,0,0,0,0,0,0,0,0
80416,0,0,0,12,0,0,0,0,0,0
80417,0,0,0,0,0,0,0,0,0,0
80418,0,0,0,0,0,0,0,0,0,0
80419,0,0,0,0,0,0,0,0,0,0
80420,6,0,0,0,19,16,20,0,17,0
80421,11,11,11,11,11,11,11,11,11,11
80422,20,20,20,20,20,20,20,20,20,20
80423,30,30,30,30,30,30,30,30,30,30
80424,0,0,0,0,0,0,0,0,0,0
80425,11,11,11,11,11,11,11,11,11,11
80426,0,0,0,0,0,0,0,0,0,0
80427,0,0,0,0,0,36,0,0,0,0
80428,17,17,17,17,17,17,17,17,17,17
80429,16,28,13,28,19,21,23,9,20,24
80430,34,34,34,34,34,34,34,34,34,34
80431,0,0,0,0,0,0,0,0,0,0
80432,0,0,0,0,0,0,0,0,0,0
80433,7,7,7,7,7,7,7,7,7,19
80434,0,0,0,0,0,0,0,11,0,0
80435,10,10,10,10,10,10,10,10,10,10
80436,0,16,0,17,0,0,0,0,0,0
80437,24,24,24,24,24,24,24,24,24,24
80438,0,0,0,0,0,0,0,0,0,0
80439,20,20,20,20,20,20,20,20,20,20
80440,0,0,0,0,0,0,0,0,0,0
80441,0,0,0,0,0,0,0,0,0,0
80442,0,0,0,0,0,0,0,0,0,0
80443,22,22,22,22,22,22,22,22,22,22
80444,7,7,7,7,7,7,7,7,7,7
80445,0,0,0,0,0,0,0,0,0,0
80446,0,0,0,0,0,0,0,0,0,0
80447,0,0,0,0,0,0,0,0,0,0
80448,0,0,0,0,0,0,0,0,0,0
80449,0,0,0,0,0,0,0,0,0,0
80450,0,0,0,0,0,0,0,0,0,0
80451,26,26,26,26,26,26,26,26,26,26
80452,26,16,16,16,16,16,16,16,16,16
80453,2,2,2,2,2,2,2,2,2,2
80454,0,0,0,0,0,0,0,0,0,0
80455,13,13,13,13,13,13,13,13,13,13
80456,0,0,0,0,0,0,0,0,0,0
80457,0,0,0,10,0,0,0,0,0,0
80458,0,0,0,0,0,0,0,7,0,0
80459,15,15,15,16,15,15,15,15,15,15
80460,0,0,0,0,0,0,0,0,0,0
80461,3,3,3,3,3,3,3,3,3,3
80462,10,10,10,10,10,10,10,10,10,10
80463,0,0,0,0,0,0,0,0,0,0
80464,26,19,12,0,20,11,0,0,34,11
80465,21,21,21,21,21,21,21,21,21,21
80466,6,6,6,6,6,6,6,6,6,6
80467,0,0,0,0,0,0,0,0,0,0
80468,0,0,0,0,0,0,0,0,0,0
80469,0,0,0,0,0,0,0,0,0,0
80470,0,0,0,0,0,0,0,0,0,0
80471,27,15,30,9,15,24,2,18,8,26
80472,0,0,0,0,0,0,0,0,6,28
80473,0,0,0,0,0,0,0,0,0,0
80474,0,0,0,0,0,0,0,0,0,0
80475,14,14,14,14,14,14,14,14,14,14
80476,0,0,0,0,0,0,10,0,0,0
80477,9,9,9,9,9,9,9,9,9,9
80478,0,0,0,0,0,0,0,0,0,0
80479,0,0,0,0,0,0,0,0,0,0
80480,16,4,4,7,21,4,12,4,25,4
80481,7,7,7,7,7,7,7,7,7,7
80482,0,0,0,0,0,0,0,0,0,0
80483,0,0,0,0,0,0,0,0,0,0
80484,0,0,0,0,0,15,0,0,0,0
80485,18,0,0,0,0,0,0,22,0,11
80486,0,0,0,0,0,0,0,0,0,0
80487,0,0,0,0,0,0,0,0,0,0
80488,31,31,31,31,31,31,31,31,31,31
80489,0,0,0,0,0,0,0,0,0,0
80490,0,0,14,0,10,22,0,0,2,34
80491,18,18,18,18,18,18,18,18,18,18
80492,22,22,22,22,22,22,22,22,22,22
80493,0,0,0,0,0,0,0,0,0,8
80494,0,0,0,0,0,0,0,0,0,0
80495,0,0,0,0,6,0,0,0,0,0
80496,0,0,0,0,0,0,0,0,0,0
80497,0,0,0,0,0,0,0,0,0,0
80498,9,9,9,9,9,9,9,9,9,9
80499,0,0,0,0,0,0,0,0,8,0
80500,0,0,0,0,0,0,0,0,0,0
80501,18,18,18,18,18,18,18,18,18,18
80502,6,6,6,16,6,6,6,6,6,16
80503,0,0,0,0,0,0,0,0,0,0
80504,0,0,0,0,0,0,0,0,0,0
80505,0,21,0,0,0,0,0,0,0,0
80506,19,19,19,19,19,19,19,19,19,19
80507,0,0,0,0,31,0,17,0,0,0
80508,0,0,0,0,0,0,0,0,0,0
80509,25,8,17,10,20,16,12,30,0,22
80510,0,0,0,0,10,19,13,0,0,21
80511,25,19,0,22,0,12,22,10,22,0
80512,0,0,0,0,0,0,0,0,0,0
80513,0,0,0,0,0,0,0,0,0,0
80514,22,22,22,22,22,22,22,22,22,22
80515,0,0,0,0,0,0,0,0,0,0
80516,8,8,8,8,8,8,8,8,8,8
80517,0,0,0,0,0,0,0,0,0,0
80518,0,11,18,0,0,0,0,0,15,0
80519,4,4,4,4,4,4,4,4,4,4
80520,2,2,2,2,2,2,2,2,6,2
80521,20,20,20,20,20,20,20,20,20,20
80522,5,5,5,5,5,5,5,5,5,5
80523,16,16,16,16,16,16,16,16,16,16
80524,0,0,0,0,0,0,0,0,0,0
80525,13,13,13,13,13,13,13,13,13,13
80526,0,0,0,0,0,0,0,0,0,0
80527,0,0,0,0,0,0,0,0,0,0
80528,0,0,0,0,0,0,0,0,0,0
80529,6,6,6,6,6,6,6,6,6,6
80530,9,9,9,9,9,9,9,9,9,9
80531,13,13,13,13,13,13,13,13,13,13
80532,30,30,30,30,30,30,30,30,30,30
80533,0,0,0,5,0,0,11,7,0,0
80534,0,0,0,0,0,11,0,0,0,10
80535,0,22,0,0,0,0,0,0,0,0
80536,11,11,11,11,11,11,11,11,11,11
80537,0,0,0,0,0,0,0,0,0,0
80538,0,0,0,0,0,0,0,0,0,0
80539,0,0,0,0,0,0,0,0,0,0
80540,0,0,0,0,0,0,0,0,0,0
80541,0,0,0,0,0,0,0,0,0,0
80542,0,0,0,0,0,0,0,0,0,0
80543,11,13,0,0,14,32,16,0,0,0
80544,19,19,19,19,19,19,19,19,19,19
80545,8,8,8,8,8,8,8,8,8,8
80546,0,0,0,0,0,0,0,0,0,0
80547,18,18,18,18,18,18,18,18,18,18
80548,0,0,0,0,0,0,0,0,0,0
80549,13,13,13,13,13,13,13,13,13,13
80550,0,0,0,0,0,0,0,0,0,0
80551,0,8,15,16,4,33,31,10,11,21
80552,0,0,0,0,0,0,0,0,0,0
80553,0,0,0,0,0,8,0,0,0,0
80554,0,0,0,0,0,0,0,0,0,0
80555,0,0,0,0,0,0,0,0,0,0
80556,16,16,16,16,16,16,16,16,16,16
80557,6,0,12,0,0,0,0,0,0,0
80558,21,21,21,21,21,21,21,21,21,21
80560,20,20,20,20,20,20,20,20,20,20
80561,22,22,33,22,22,22,22,22,22,29
80562,0,0,0,0,0,11,12,0,0,0
80563,9,9,9,9,9,9,17,9,9,9
80564,0,0,0,0,0,0,0,0,0,0
80565,10,10,10,10,10,10,10,10,10,10
80566,18,18,18,18,18,18,18,18,18,18
80567,0,0,0,0,0,0,0,0,0,0
80568,0,0,0,0,0,0,0,0,0,0
80569,0,0,0,0,0,0,0,0,0,0
80570,25,25,25,25,25,25,25,25,25,25
80571,0,0,0,0,0,0,0,0,0,9
80572,13,13,13,13,13,13,13,13,13,13
80573,0,0,0,0,0,0,0,0,0,0
80574,0,0,0,0,0,0,0,0,0,0
80575,0,0,0,0,0,0,0,0,0,0
80576,21,21,21,21,21,21,21,21,21,21
80577,0,0,0,0,0,0,0,0,0,0
80578,0,0,0,0,0,0,0,0,0,0
80579,23,23,23,23,23,23,23,23,23,23
80580,0,0,0,0,0,0,0,0,0,0
80581,0,0,0,0,0,0,0,0,0,0
80582,0,0,0,0,0,10,10,0,0,0
80583,0,0,0,20,0,0,0,0,0,0
80584,0,0,0,0,0,0,0,0,0,0
80585,0,0,0,0,0,0,0,0,0,0
80586,0,0,0,0,0,0,0,0,0,0
80587,0,0,0,0,0,0,0,0,0,0
80588,0,0,0,0,0,0,0,0,0,0
80589,0,14,0,0,0,0,0,15,0,0
80590,0,0,0,0,0,0,0,0,0,0
80591,16,16,16,16,16,16,16,16,16,16
80592,13,13,13,13,13,13,13,13,13,13
80593,0,0,0,0,0,19,0,0,0,0
80594,0,0,0,0,0,0,0,0,0,0
80595,14,14,14,14,14,14,14,14,14,14
80596,0,10,0,24,0,0,7,0,0,0
80597,0,0,0,0,0,0,0,0,0,0
80598,0,0,0,13,0,0,0,0,0,0
80599,0,0,0,0,0,0,0,0,0,0
80600,0,0,0,0,0,0,0,11,0,0
80601,25,0,0,0,0,0,0,0,0,0
80602,7,7,7,7,7,7,7,7,7,7
80603,0,0,0,0,0,0,0,0,0,0
80604,14,14,14,14,14,14,14,14,14,14
80605,0,0,0,0,0,0,0,0,0,0
80606,0,12,0,0,0,10,0,0,0,0
80607,0,0,0,0,0,0,0,0,0,0
80608,0,0,0,0,0,0,11,0,0,0
80609,0,0,0,0,0,0,0,0,0,0
80610,0,0,5,0,26,0,23,19,0,0
80611,0,0,0,0,0,0,0,0,0,0
80612,0,0,0,0,0,0,0,0,0,0
80613,36,7,0,0,24,0,6,8,0,0
80614,12,12,12,12,12,12,12,12,12,12
80615,0,0,0,0,0,0,0,0,0,15
80616,20,20,20,20,20,20,20,20,20,20
80617,1,1,1,1,1,1,1,1,1,1
80618,0,0,0,0,0,0,0,0,0,0
80619,11,11,11,11,11,11,11,11,11,22
80620,0,0,0,0,21,0,0,0,0,0
80621,21,21,21,21,21,21,21,21,21,21
80622,10,10,10,10,10,10,10,10,10,10
80623,0,0,0,0,0,0,0,0,0,0
80624,0,0,0,0,0,0,0,0,0,0
80625,0,0,0,0,0,0,0,0,0,0
80626,27,27,27,27,27,27,27,27,27,27
80627,0,0,0,0,0,0,8,0,0,0
80628,0,17,0,10,0,16,0,0,0,0
80629,0,0,0,0,0,0,0,0,0,0
80630,23,23,23,23,23,23,23,23,23,23
80631,0,0,0,0,0,0,0,0,0,0
80632,27,27,27,27,27,27,27,27,27,27
80633,20,20,20,20,20,20,20,20,20,20
80634,0,0,0,0,0,0,0,0,0,0
80635,0,0,0,0,0,0,0,0,0,0
80636,0,0,0,0,0,0,0,0,0,0
80637,0,0,0,0,16,0,0,0,0,0
80638,0,0,0,0,0,0,0,0,0,0
80639,26,26,26,26,26,26,26,26,26,26
80640,21,21,21,21,21,21,21,21,21,21
80641,15,0,20,0,7,18,27,11,0,0
80642,0,0,0,28,0,0,0,15,0,0
80643,0,0,0,0,0,0,0,0,0,0
80644,0,0,0,0,0,0,0,0,0,0
80645,0,0,10,0,0,0,0,0,0,0
80646,0,0,0,0,12,0,0,0,0,0
80647,21,21,21,21,21,21,21,21,21,21
80648,0,0,0,0,0,0,0,0,0,0
80649,31,31,31,31,31,31,31,31,31,31
