ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
80238,15,15,15,15,15,15,15,15,15,15
80239,16,23,16,16,16,16,16,16,16,16
80240,23,23,23,23,23,23,23,23,23,23
80241,21,21,21,21,21,21,21,21,21,21
80242,2,2,2,2,2,2,2,2,2,2
80243,26,26,26,26,26,26,26,26,26,26
80244,0,0,0,0,0,0,0,0,0,0
80245,0,0,0,0,0,0,0,0,0,0
80246,0,0,0,0,0,0,0,0,0,0
80247,0,0,0,0,0,0,0,0,0,0
80248,0,0,0,0,0,0,0,0,0,0
80249,8,8,8,8,8,8,8,8,8,8
80250,6,6,6,18,12,6,6,6,6,6
80251,0,10,0,0,0,0,0,0,0,0
80252,0,0,0,0,0,0,0,0,0,0
80253,0,0,0,0,0,0,0,0,0,0
80254,0,0,0,0,0,0,0,0,0,0
80255,0,0,0,0,0,0,0,0,11,0
80256,3,3,3,3,3,3,3,3,13,3
80257,0,0,0,0,0,5,0,8,0,3
80258,0,0,0,0,0,0,0,0,0,0
80259,0,0,0,0,0,7,0,0,0,0
80260,16,16,16,16,16,16,16,16,16,16
80261,18,18,18,18,18,18,18,18,18,18
80262,15,0,5,0,0,0,0,0,0,0
80263,0,0,0,0,0,0,0,0,0,0
80264,4,4,4,4,7,4,4,4,4,4
80265,24,24,24,24,24,24,24,24,24,24
80266,0,0,3,0,0,19,0,0,0,14
80267,0,0,0,0,0,0,0,0,0,0
80268,0,0,0,0,0,0,0,38,11,0
80269,31,31,31,31,31,31,31,31,31,31
80270,0,0,0,0,0,0,0,0,0,0
80271,0,29,0,0,0,0,0,0,0,0
80272,0,3,0,16,34,0,14,0,6,0
80273,0,0,0,0,22,0,0,0,0,0
80274,1,1,1,1,1,1,1,1,1,1
80275,16,16,16,16,16,16,16,16,16,16
80276,0,0,0,0,22,0,0,0,0,8
80277,16,16,16,16,16,16,16,16,16,16
80278,1,1,1,1,1,1,1,1,1,1
80279,24,24,24,24,24,24,24,24,24,24
80280,25,25,25,25,25,25,25,25,25,25
80281,0,0,0,0,0,0,0,0,0,0
80282,0,0,0,0,0,0,0,0,0,0
80283,12,0,0,0,19,2,0,0,0,15
80284,20,20,20,20,20,20,20,20,20,20
80285,0,0,0,0,0,0,0,0,0,0
80286,0,0,0,0,0,0,0,0,0,0
80287,0,0,0,0,0,0,0,0,0,0
80288,0,18,0,0,0,0,0,0,0,0
80289,0,0,0,0,0,0,0,19,0,0
80290,0,0,0,0,0,0,0,0,0,0
80291,0,0,0,0,0,0,0,0,0,0
80292,0,0,0,0,4,0,0,0,0,0
80293,15,15,15,15,15,15,15,15,15,15
80294,22,22,22,22,22,22,22,22,22,22
80295,0,0,0,0,0,0,0,0,0,0
80296,30,30,30,30,30,30,30,30,30,30
80297,0,0,0,0,0,0,0,0,0,0
80298,0,0,0,0,0,0,0,0,0,0
80299,0,0,16,0,0,8,0,0,0,0
80300,0,0,0,0,0,0,0,0,0,0
80301,17,5,13,6,20,5,20,11,14,17
80302,0,0,0,0,0,0,0,0,0,0
80303,0,0,0,0,0,0,0,0,0,0
80304,0,0,0,0,0,0,0,0,0,0
80305,6,0,0,0,0,0,0,0,0,0
80306,0,0,0,0,14,0,0,0,0,0
80307,0,0,0,0,0,0,0,0,0,0
80308,0,0,0,0,0,0,0,0,0,0
80309,0,0,0,0,0,0,0,0,0,0
80310,20,20,20,20,20,20,20,20,20,20
80311,25,25,25,25,25,25,25,25,25,25
80312,15,15,15,15,15,15,15,15,15,15
80313,25,25,25,25,25,25,25,25,25,25
80314,0,0,0,0,0,0,0,0,0,0
80315,0,0,0,0,0,0,0,0,0,0
80316,0,0,0,0,0,0,0,0,0,0
80317,10,10,10,10,10,10,10,10,10,10
80318,24,24,24,24,24,24,24,24,24,24
80319,0,0,0,0,0,0,0,0,0,0
80320,0,0,0,0,0,11,0,0,0,0
80321,0,0,0,0,0,0,0,0,0,0
80322,0,0,0,0,0,0,0,0,0,0
80323,0,0,0,19,0,0,0,18,0,0
80324,0,0,9,0,0,0,0,0,2,0
80325,0,0,0,0,0,0,0,0,0,0
80326,0,0,0,0,0,0,0,0,0,0
80327,25,25,25,25,25,25,25,25,25,25
80328,12,12,12,12,12,12,12,12,12,12
80329,16,16,16,16,16,16,16,16,16,16
80330,26,26,26,26,26,26,26,26,26,26
80331,0,0,0,0,0,0,0,0,0,0
80332,28,28,28,28,28,28,28,28,28,28
80333,0,0,0,0,0,0,0,0,0,0
80334,0,0,0,0,0,0,0,0,0,0
80335,0,0,0,0,0,0,0,0,0,0
80336,0,0,0,0,0,0,0,0,0,0
80337,0,0,0,0,0,0,0,0,0,0
80338,0,0,5,0,0,0,0,17,0,0
80339,15,6,26,33,23,7,16,12,24,34
80340,25,25,25,25,25,25,25,25,25,25
80341,22,22,22,22,22,22,22,22,22,22
80342,0,0,5,0,13,0,0,0,0,0
80343,0,0,0,0,0,0,0,14,0,0
80344,0,0,0,0,0,0,0,0,0,0
80345,11,11,11,11,11,11,11,11,11,11
80346,23,23,23,23,23,23,23,23,23,23
80347,0,0,0,0,0,0,0,0,0,0
80348,0,0,0,0,0,0,0,0,0,0
80349,0,0,0,0,0,0,0,0,0,0
80350,0,0,0,0,0,0,0,0,0,0
80351,16,16,16,16,16,16,16,16,16,16
80352,19,19,19,19,19,19,19,19,19,19
80353,0,0,0,0,0,0,0,0,0,0
80354,0,0,0,0,33,0,0,0,0,0
80355,24,24,24,24,24,24,24,24,24,24
80356,0,0,0,0,0,0,0,0,0,0
80357,3,3,3,3,3,3,3,3,3,3
80358,25,25,25,25,25,25,25,25,25,25
80359,0,0,0,0,0,0,0,0,0,0
80360,0,0,0,0,0,0,0,0,0,0
80361,0,0,0,0,0,0,0,0,0,0
80362,0,0,0,0,0,0,0,0,0,0
80363,0,0,0,0,0,0,0,0,0,0
80364,2,2,2,2,2,2,2,2,2,2
80365,0,0,0,0,0,0,0,0,0,0
80366,0,0,14,15,0,0,0,0,0,0
80367,0,0,0,0,0,0,0,0,0,0
80368,8,8,8,8,8,8,8,8,8,8
80369,9,9,9,9,9,9,9,9,9,9
80370,0,0,0,0,10,0,0,0,0,0
80371,0,0,0,0,0,17,0,0,0,0
80372,4,4,4,4,4,4,4,4,4,4
80373,39,39,39,39,39,39,39,39,39,39
80374,0,0,0,0,0,0,0,0,0,0
80375,0,0,0,0,0,0,0,0,0,0
80376,0,0,0,0,0,0,0,0,0,0
80377,0,0,0,0,0,0,0,0,0,0
80378,0,0,0,0,0,0,0,0,0,0
80379,0,0,0,0,0,0,0,21,0,0
80380,0,0,0,0,0,0,0,0,0,0
80381,6,6,6,6,6,6,6,6,6,6
80382,0,0,0,0,0,0,0,0,0,0
80383,0,0,0,0,0,0,0,0,0,17
80384,1,1,1,1,1,1,1,1,1,1
80385,0,0,0,0,0,0,0,0,0,0
80386,0,0,0,0,0,0,0,0,0,0
80387,15,15,15,15,15,15,15,15,15,15
80388,0,0,0,0,0,0,0,22,0,0
80389,0,0,0,0,0,0,0,0,0,0
80390,0,0,0,0,0,0,0,0,0,0
80391,35,35,35,35,35,35,35,35,35,35
80392,0,0,0,0,0,0,0,0,0,0
80393,27,0,0,0,10,0,24,10,20,7
80394,0,0,0,0,0,0,0,0,0,0
80395,0,0,0,0,0,0,0,0,0,0
80396,0,0,0,0,0,0,0,0,0,0
80397,14,14,14,14,14,14,14,14,14,14
80398,22,22,22,22,22,22,22,22,22,22
80399,0,0,0,0,0,0,0,0,0,0
80400,8,8,8,8,8,8,8,8,8,8
80401,23,23,23,23,23,23,23,23,23,23
80402,2,2,2,2,2,2,2,2,2,2
80403,17,17,17,17,17,17,17,17,17,17
80404,0,0,0,0,0,0,0,0,0,0
80405,0,0,0,0,0,0,0,0,0,0
80406,0,0,0,0,0,0,0,0,0,0
80407,0,0,0,0,0,0,0,0,0,0
80408,0,0,0,0,0,0,0,0,0,0
80409,26,26,26,26,26,26,26,26,26,26
80410,9,9,9,9,9,9,9,9,9,9
80411,18,18,18,18,18,18,18,18,18,18
80412,25,25,25,25,25,25,25,25,25,25
80413,0,0,0,0,25,0,16,0,0,0
80414,0,0,0,0,0,6,0,0,0,13
80415,20,20,20,20,20,20,20,20,20,20
80416,0,0,0,0,0,0,0,0,0,0
80417,0,0,0,0,0,0,0,0,0,0
80418,2,2,2,2,2,2,2,2,2,2
80419,0,0,0,0,0,0,0,0,0,0
80420,0,0,0,0,0,0,0,0,0,0
80421,0,0,0,0,0,0,0,0,0,0
80422,15,15,15,15,15,15,15,15,15,15
80423,15,15,15,15,15,15,15,15,15,15
80424,0,0,0,0,0,0,0,0,0,0
80425,28,28,28,28,28,28,28,28,28,28
80426,1,1,1,1,1,1,1,1,1,1
80427,0,0,0,0,0,0,0,0,0,0
80428,0,0,0,0,0,0,0,0,0,0
80429,0,0,0,0,0,0,0,0,0,0
80430,15,15,15,15,15,15,15,15,15,15
80431,20,20,20,20,20,20,20,20,20,20
80432,0,0,0,0,0,0,0,0,0,0
80433,13,13,13,13,13,13,13,13,13,13
80434,0,0,0,0,0,0,0,0,0,0
80435,22,22,22,22,22,22,22,22,22,22
80436,0,0,0,0,0,0,0,0,0,0
80437,0,0,0,0,0,0,0,0,0,0
80438,0,0,0,0,0,0,0,0,0,0
80439,25,25,25,25,25,25,25,25,25,25
80440,35,35,35,35,35,35,35,35,35,35
80441,0,0,0,0,0,0,0,0,0,0
80442,19,19,19,19,19,19,19,19,19,19
80443,0,0,0,0,0,0,0,0,0,0
80444,0,0,0,0,0,0,0,0,0,0
80445,27,27,27,27,27,27,27,27,27,27
80446,8,8,8,8,8,8,8,8,8,8
80447,0,0,0,0,0,0,0,15,0,0
80448,0,0,0,0,0,0,0,25,0,0
80449,16,16,16,16,16,16,16,16,16,16
80450,0,0,0,0,0,0,0,0,0,0
80451,0,0,0,0,0,0,0,0,0,0
80452,0,0,0,0,16,0,0,0,0,0
80453,0,0,0,0,0,0,0,0,0,0
80454,0,0,0,0,0,0,9,0,0,0
80456,0,0,3,0,13,19,0,0,0,6
80457,0,0,0,0,0,0,0,0,0,0
80458,0,0,0,0,0,0,0,21,0,0
80459,0,0,0,0,0,0,0,9,0,0
80460,24,24,24,24,24,24,24,24,24,24
80461,25,29,27,13,14,11,15,30,11,21
80462,0,0,0,0,0,0,0,0,0,0
80463,0,0,0,0,0,0,21,0,0,0
80464,14,24,14,15,14,16,21,14,14,14
80465,10,10,10,10,10,10,10,10,10,10
80466,0,0,0,0,0,0,0,0,0,0
80467,0,0,0,0,0,0,0,0,0,0
80468,21,21,21,21,21,21,21,21,21,21
80469,7,7,7,7,7,7,7,7,7,7
80470,20,0,24,0,0,0,2,0,0,0
80471,0,0,10,12,0,0,0,0,0,0
80472,0,0,0,0,0,0,0,0,0,0
80473,0,0,0,0,0,0,0,0,0,0
80474,0,0,0,0,0,0,0,0,0,0
80475,21,21,21,21,21,21,21,21,21,21
80476,27,27,27,27,27,27,27,27,27,27
80477,0,0,0,0,0,0,0,0,0,0
80478,0,0,0,0,0,0,0,0,0,0
80479,0,19,0,0,0,0,0,0,0,0
80480,0,0,0,0,9,0,0,0,0,0
80481,0,0,0,0,0,9,18,0,0,0
80482,28,28,28,28,28,28,28,28,28,28
80483,25,25,25,25,25,25,25,25,25,25
80484,0,0,0,0,0,0,0,0,0,0
80485,13,13,13,13,13,13,13,13,13,13
80486,0,0,0,0,0,0,0,0,0,0
80487,0,0,0,0,0,0,0,0,0,0
80488,0,0,0,0,0,0,0,0,0,0
80489,18,18,18,18,18,18,18,18,18,18
80490,0,0,0,0,0,0,0,0,0,0
80491,16,16,16,16,16,16,16,16,16,16
80492,0,0,0,0,0,0,0,0,0,0
80493,18,18,18,18,18,18,18,18,18,18
80494,27,27,27,27,27,27,27,27,27,27
80495,20,20,20,20,20,20,20,20,20,20
80496,20,20,20,20,20,20,20,20,20,20
80497,11,11,11,11,11,11,11,11,11,11
80498,0,0,0,0,0,0,0,0,0,0
80499,0,0,0,0,0,0,0,0,0,0
80500,15,15,15,15,15,15,15,15,15,15
80501,11,11,11,11,11,11,11,11,11,11
80502,9,9,9,9,9,9,9,9,9,9
80503,0,0,0,0,0,0,0,0,0,0
80504,0,0,0,0,0,0,0,0,0,0
80505,2,7,14,8,20,0,21,19,24,20
80506,0,0,0,0,0,0,0,0,0,0
80507,0,0,0,0,0,0,0,0,0,0
80508,0,0,0,0,0,0,0,0,0,0
80509,0,0,0,9,0,0,25,0,0,0
80510,0,26,16,0,0,0,36,0,30,0
80511,5,0,0,8,0,8,13,11,0,8
80512,0,0,0,0,0,0,0,0,0,0
80513,5,0,0,0,0,0,0,0,0,0
80514,26,0,0,20,24,0,17,4,0,0
80515,0,0,0,0,0,0,0,0,0,0
80516,0,0,0,0,0,0,0,0,0,0
80517,0,0,0,0,0,0,0,0,0,0
80518,15,15,15,15,15,15,15,15,15,15
80519,0,0,0,0,0,0,0,20,0,0
80520,0,0,0,0,0,0,0,0,0,0
80521,21,21,21,21,21,21,21,21,21,21
80522,0,0,0,0,0,0,0,0,0,0
80523,0,0,0,0,0,0,0,0,0,0
80524,0,0,0,0,14,21,0,13,0,0
80525,0,0,0,0,0,0,0,0,0,0
80526,20,20,20,20,20,20,20,20,20,20
80527,11,11,11,11,11,11,11,11,11,11
80528,18,0,0,10,0,0,0,0,0,0
80529,11,11,11,11,11,11,11,11,11,11
80530,8,0,6,9,10,12,0,9,22,13
80531,0,6,0,0,0,0,0,0,0,0
80532,14,14,14,14,14,14,14,14,14,14
80533,21,21,21,21,21,21,21,21,21,21
80534,0,0,0,0,12,0,0,0,0,0
80535,0,0,0,0,0,0,0,0,0,15
80536,0,0,0,0,0,0,0,0,0,0
80537,0,0,0,0,0,0,0,0,0,0
80538,0,0,0,0,0,0,0,0,0,0
80539,0,0,0,0,0,0,0,0,0,0
80540,0,0,0,0,0,0,0,0,0,0
80541,0,0,0,0,0,0,0,0,0,0
80542,0,0,0,0,0,0,0,0,0,0
80543,1,1,1,1,1,1,1,1,1,1
80544,0,0,2,0,0,0,0,0,0,0
80545,0,0,0,0,0,0,0,0,0,0
80546,44,44,44,44,44,44,44,44,44,44
80547,0,0,0,0,0,0,0,0,0,0
80548,0,0,9,10,0,0,0,0,0,0
80549,14,14,14,14,14,14,14,14,14,14
80550,21,21,21,21,21,21,21,21,21,21
80551,0,0,0,0,0,0,0,0,7,0
80552,0,0,0,0,0,0,0,0,0,0
80553,0,0,0,0,0,0,0,0,0,0
80554,25,25,25,25,25,25,25,25,25,25
80555,0,0,0,0,0,0,0,0,0,0
80556,0,0,0,0,0,0,0,0,0,0
80557,13,13,13,13,13,13,13,13,13,13
80558,0,0,0,0,0,0,0,0,0,0
80559,0,0,0,0,0,0,0,0,0,0
80560,0,0,0,0,0,0,0,0,0,0
80561,0,11,0,0,0,0,0,0,0,0
80562,0,0,0,0,0,0,0,0,8,0
80563,0,0,0,0,0,0,0,0,0,0
80564,0,0,0,0,0,0,0,0,0,0
80565,0,0,0,0,0,0,0,0,0,0
80566,5,5,5,5,5,5,5,5,5,5
80567,0,0,0,0,0,0,0,0,0,0
80568,0,0,0,0,0,0,0,0,0,0
80569,0,0,0,0,0,0,0,0,0,0
80570,33,33,33,33,33,33,33,33,33,33
80571,17,0,0,0,14,36,0,0,0,0
80572,0,0,0,0,0,0,0,0,0,0
80573,22,22,22,22,22,22,22,22,22,22
80574,10,10,10,10,10,10,10,10,10,10
80575,17,17,17,17,17,17,17,17,17,17
80576,0,0,0,0,0,0,0,0,0,0
80577,18,18,18,18,18,18,18,18,18,18
80578,0,0,0,0,0,0,0,0,0,0
80579,0,0,0,0,0,0,0,0,0,0
80580,0,0,0,0,0,0,0,0,0,0
80581,22,22,22,22,22,22,22,22,22,22
80582,0,0,0,0,0,0,0,0,0,0
80583,0,0,0,0,0,0,0,0,0,0
80584,0,0,0,0,24,15,0,0,0,0
80585,17,0,7,0,0,0,13,0,0,5
80586,0,0,0,0,0,0,0,0,0,0
80587,0,0,0,0,0,0,0,0,0,0
80588,0,0,0,0,0,0,0,0,0,0
80589,0,0,0,0,0,0,0,0,0,0
80590,8,8,8,8,8,8,8,8,8,8
80591,16,16,16,16,16,16,16,16,16,16
80592,22,22,22,22,22,22,22,22,22,22
80593,0,0,0,0,0,0,0,0,0,0
80594,0,14,0,8,0,0,0,0,0,0
80595,0,0,0,0,0,0,0,0,0,0
80596,0,0,0,0,11,0,17,0,0,0
80597,0,0,0,0,0,0,0,0,0,0
80598,0,0,0,0,0,0,0,0,0,0
80599,9,9,9,9,9,9,9,9,9,9
80600,15,15,15,15,15,15,15,15,15,15
80601,0,0,0,0,0,0,0,0,0,0
80602,0,0,0,0,0,0,0,0,0,0
80603,18,18,18,18,18,18,18,18,18,18
80604,0,0,0,0,0,0,0,0,0,0
80605,0,0,0,0,0,18,0,0,0,0
80606,36,36,36,36,36,36,36,36,36,36
80607,9,9,9,9,9,9,9,21,9,9
80608,13,13,13,13,13,13,13,13,13,13
80609,19,19,19,19,19,19,19,19,19,19
80610,19,19,19,19,19,19,19,19,19,19
80611,0,0,0,0,0,0,0,0,0,0
80613,0,0,0,0,0,0,0,12,0,0
80614,0,0,0,0,14,0,0,0,24,0
80615,0,0,0,0,0,0,0,0,0,0
80616,0,0,0,0,0,0,0,0,0,0
80617,0,0,0,0,0,0,0,0,0,0
80618,0,0,0,0,0,0,0,0,0,0
80619,6,6,6,6,6,6,6,6,6,6
80620,0,0,0,0,18,0,0,0,4,25
80621,0,0,0,0,0,0,0,0,0,0
80622,26,26,26,26,26,26,26,26,26,26
80623,26,26,26,26,26,26,26,26,30,26
80624,0,0,0,0,12,0,0,0,0,0
80625,0,0,24,0,0,0,0,0,0,0
80626,24,24,24,24,24,24,24,24,24,24
80627,0,0,0,0,0,0,0,0,11,0
80628,14,14,14,14,14,14,14,14,14,14
80629,0,0,0,0,0,0,0,0,0,0
80630,0,0,0,0,0,0,0,15,0,0
80631,20,20,20,20,20,20,20,20,20,20
80632,0,0,0,0,0,0,0,0,0,0
80633,0,0,0,0,0,0,0,0,0,0
80634,0,0,0,0,0,0,0,0,0,0
80635,0,0,0,12,0,0,0,0,0,0
80636,0,0,0,0,0,0,0,0,0,0
80637,0,0,0,9,17,0,16,17,0,0
80638,0,20,0,0,0,14,0,0,0,0
80639,8,8,8,8,8,8,8,8,8,8
80640,9,0,13,0,13,0,0,23,0,0
80641,0,0,0,0,0,0,0,0,0,13
90001,13,22,24,13,13,13,13,23,33,13
90002,13,13,13,13,13,13,13,13,13,13
90003,0,0,0,0,0,0,0,0,0,0
90004,23,19,7,11,22,9,26,7,4,48
90005,10,10,10,10,10,10,10,10,16,10
90006,0,0,0,0,0,0,0,0,0,0
90008,0,0,0,0,0,0,0,19,0,0
90009,23,20,14,24,5,13,3,25,12,13
90010,0,0,0,0,0,0,0,0,0,0
90011,0,0,0,0,0,0,0,0,0,0
90012,0,0,0,0,0,0,0,0,0,0
90013,0,0,0,0,0,0,0,0,0,0
90014,15,15,15,15,15,15,15,15,15,15
90015,0,0,0,0,0,0,0,0,0,0
90016,0,0,0,0,0,0,0,0,0,0
90017,0,0,0,0,0,0,0,0,0,18
90019,26,26,26,26,26,26,26,26,26,26
90020,14,14,14,14,14,14,14,14,14,14
90021,22,22,22,22,22,22,22,22,22,22
90022,0,0,0,0,0,0,0,0,0,0
90023,0,0,0,0,0,0,0,0,0,0
90024,0,16,0,0,0,19,0,12,0,0
90025,14,14,14,14,14,14,14,14,14,14
90026,0,0,0,0,0,0,0,0,0,0
90027,12,12,12,15,12,12,12,19,12,12
90030,0,0,0,0,0,0,0,16,0,34
90031,9,0,21,20,0,26,23,40,31,16
90032,0,0,0,0,0,0,0,0,0,0
90034,11,15,2,18,0,4,5,0,5,0
90035,28,28,28,28,28,28,29,28,28,28
90036,19,0,24,0,17,37,0,24,0,0
90037,0,0,0,0,0,0,0,0,0,0
90038,7,7,22,7,7,13,7,7,7,7
90039,4,14,0,0,0,0,0,0,0,16
90040,12,12,12,12,12,12,12,12,12,12
90041,22,22,22,22,22,22,22,22,22,22
90042,0,0,0,0,0,0,0,0,0,0
90043,0,0,0,0,0,0,0,0,0,0
90044,0,0,0,0,0,0,0,0,0,0
90045,0,0,14,0,0,0,0,0,16,3
90046,0,0,0,0,0,0,0,0,0,0
90047,0,0,6,0,0,0,0,0,0,0
90048,10,0,0,0,0,0,0,0,0,0
90049,0,39,0,0,26,0,0,0,0,0
90050,22,22,22,22,22,22,22,22,22,22
90052,0,0,0,0,0,0,0,0,0,0
90053,14,13,12,10,10,10,10,10,10,15
90054,16,16,16,16,16,16,16,16,16,16
90055,4,4,4,4,4,4,4,4,4,4
90056,13,13,13,13,13,13,13,13,13,13
90057,13,27,13,22,13,13,13,19,24,28
90058,0,0,0,0,0,0,0,0,0,0
90059,23,23,23,23,23,23,23,23,23,23
90060,0,0,0,0,0,0,0,0,0,0
90061,14,14,14,14,14,14,14,14,14,14
90062,0,0,0,0,0,0,24,0,0,0
90063,15,15,15,15,15,15,15,15,15,15
90064,0,0,0,0,0,0,0,7,0,7
90065,0,0,0,0,0,0,0,0,0,0
90066,22,22,22,22,22,22,22,22,22,22
90067,0,0,9,0,0,0,0,0,0,0
90068,15,15,15,15,15,15,15,15,15,15
90069,0,13,14,0,0,0,0,0,11,18
90070,0,0,0,7,8,31,0,0,0,0
90071,2,12,2,2,2,2,2,2,2,2
90072,6,6,6,6,6,6,6,6,6,6
90073,9,9,9,9,9,9,9,9,9,9
90074,0,0,0,0,0,0,0,0,0,4
90075,8,19,12,8,15,11,11,17,16,16
90077,29,29,29,29,29,29,29,29,29,29
90078,0,0,0,0,0,0,0,0,0,0
90079,8,8,8,8,8,8,8,8,8,8
90080,0,0,0,0,0,0,0,0,0,0
90081,23,19,9,15,26,18,13,0,0,26
90082,0,0,0,0,0,0,0,0,0,0
90083,10,10,10,10,10,10,10,10,10,10
90084,0,0,0,0,0,0,0,0,0,0
90085,17,17,17,17,17,17,17,17,17,17
90086,0,21,12,19,10,9,0,13,0,0
90087,0,0,12,12,0,8,16,9,0,0
90088,16,16,16,16,16,16,16,16,16,16
90089,7,7,7,7,7,7,7,7,7,7
90090,6,6,6,6,6,6,6,6,6,6
90091,19,16,16,16,16,16,16,16,16,16
90092,2,2,22,2,25,2,15,22,10,2
90093,0,0,0,0,0,0,0,0,0,0
90094,15,15,15,15,15,15,15,15,15,15
90095,0,17,0,0,0,0,0,0,0,16
90097,0,0,0,0,0,0,0,0,0,0
90098,6,6,6,6,6,6,6,6,6,6
90099,25,25,25,25,25,25,25,25,25,25
90100,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,0,0,0,0,0
90102,0,0,12,0,0,0,0,20,0,0
90103,0,29,0,0,0,22,0,25,0,6
90104,0,0,0,11,18,0,2,0,0,0
90105,0,0,0,0,0,0,0,0,0,0
90106,20,20,20,20,20,20,20,20,20,20
90107,10,0,7,0,0,0,0,13,14,0
90108,0,0,15,0,9,0,0,0,0,0
90109,21,21,21,21,28,21,21,21,21,21
90110,24,24,24,24,24,24,24,24,24,24
90111,0,0,0,0,0,0,0,9,0,0
90113,16,16,16,16,16,16,16,16,16,16
90114,20,20,20,20,22,30,20,20,20,20
90115,0,0,0,0,0,0,0,0,0,0
90116,7,7,7,7,7,7,7,7,7,7
90117,0,19,20,0,0,21,0,0,0,0
90118,0,0,0,0,0,0,0,0,0,0
90120,0,0,0,0,0,0,0,0,0,0
90121,15,15,15,15,15,15,15,15,15,15
90122,0,0,0,11,0,0,0,0,5,0
90124,21,25,17,21,0,15,15,0,0,18
90125,0,0,0,0,0,0,0,0,0,0
90126,27,27,27,27,27,27,27,27,27,27
90127,0,0,0,0,0,0,0,0,0,0
90128,4,4,4,4,4,4,4,4,4,4
90129,0,0,0,0,0,0,0,0,0,0
90130,0,0,0,0,0,0,0,0,0,0
90131,0,0,0,0,0,0,0,0,0,0
90132,25,9,0,15,21,0,0,0,0,19
90133,0,0,0,13,0,0,0,0,0,0
90134,0,9,5,19,9,17,2,0,23,4
90135,0,0,0,0,0,11,0,0,0,0
90136,0,0,0,0,0,0,0,0,0,0
90137,0,0,0,0,0,0,0,0,0,0
90138,0,0,0,0,0,0,0,0,0,0
90139,25,25,25,25,25,25,25,25,25,25
90140,19,19,19,19,19,19,19,19,19,19
90142,13,14,10,0,21,3,0,0,0,0
90143,20,20,20,20,20,20,20,20,20,20
90144,0,0,0,0,0,0,0,0,0,0
90145,0,0,0,0,0,0,15,0,0,0
90146,13,0,0,0,10,0,0,0,0,0
90147,0,0,0,0,0,0,0,0,0,0
90148,0,0,0,0,0,0,0,0,0,0
90149,0,0,0,0,0,0,0,0,26,0
90150,0,0,0,0,0,16,0,0,0,0
90151,0,0,0,12,0,0,0,0,0,0
90152,4,4,16,4,14,4,4,4,4,23
90153,0,0,0,17,0,9,0,0,0,10
90154,0,0,5,0,0,0,0,0,0,0
90155,17,10,8,12,13,9,17,0,4,17
90156,0,0,8,0,0,0,0,0,4,0
90157,10,10,10,35,10,20,10,14,24,13
90158,0,0,0,0,11,0,0,0,0,0
90159,0,0,0,0,0,0,0,0,0,0
90160,0,0,0,0,0,0,0,0,0,0
90161,0,0,0,0,0,0,0,0,0,0
90162,0,0,0,0,0,0,0,0,0,0
90163,22,0,0,26,0,0,0,10,27,0
90164,12,12,12,12,12,12,12,12,12,12
90165,3,3,3,3,3,3,3,3,3,3
90166,0,0,0,17,0,0,0,0,0,0
90167,0,0,0,0,0,0,0,0,3,0
90168,0,0,0,0,0,0,0,0,0,0
90169,0,0,0,0,0,0,0,0,0,0
90170,19,19,16,10,12,9,15,21,15,15
90171,0,0,0,0,0,0,0,0,0,0
90172,0,0,0,0,0,0,0,0,0,0
90173,0,0,0,0,0,0,0,0,0,0
90176,16,16,16,16,16,16,16,16,16,16
90177,0,0,22,0,0,0,0,0,0,0
90178,0,0,0,0,0,0,0,0,0,0
90179,0,0,0,0,0,0,0,0,0,0
90180,0,0,0,0,0,0,0,0,0,0
90181,10,9,26,8,4,11,15,0,20,6
90183,22,22,22,22,22,22,22,22,22,22
90184,14,14,14,14,14,14,14,14,14,14
90185,0,0,0,0,0,0,0,0,0,0
90186,0,0,0,0,0,0,0,0,0,0
90187,0,0,0,0,0,0,0,6,2,17
90189,0,0,8,11,12,0,0,26,0,0
90190,0,0,0,0,0,0,0,0,0,0
90191,37,25,23,0,11,5,18,13,8,19
90192,0,0,0,0,0,0,0,0,0,0
90193,0,12,0,0,8,0,0,26,0,0
90194,0,0,0,0,0,0,0,0,0,0
90195,18,18,18,18,18,18,18,18,18,18
90196,6,6,23,6,10,37,6,34,6,6
90197,0,0,0,0,0,0,12,0,6,0
90198,0,15,0,0,0,0,11,0,0,22
90199,21,21,21,21,21,28,21,21,21,21
90200,0,0,0,0,0,0,0,0,0,0
90201,9,29,9,15,24,8,11,7,20,20
90202,0,12,0,0,0,0,0,0,0,0
90203,18,0,0,0,0,0,17,0,16,10
90204,20,20,20,20,20,20,20,20,20,20
90205,13,0,13,15,0,0,0,0,0,0
90206,4,4,4,4,4,4,4,4,4,4
90207,8,8,8,8,8,8,8,8,8,8
90209,18,18,18,18,18,18,18,18,18,18
90210,0,8,0,0,0,0,0,0,0,0
90211,27,17,27,17,19,17,17,17,17,17
90212,0,20,0,0,0,19,0,0,0,33
90213,0,0,0,0,0,0,0,0,0,0
90214,25,25,25,25,25,25,25,25,25,25
90215,17,0,0,18,10,0,9,0,0,0
90216,0,0,0,0,0,0,0,0,0,0
90217,0,0,0,0,0,0,0,35,0,17
90218,0,0,0,0,0,0,0,0,0,0
90219,0,0,0,0,0,0,0,0,0,0
90220,0,2,0,0,0,0,0,0,0,0
90221,22,16,17,11,20,10,20,7,7,12
90222,31,0,0,0,0,0,0,0,0,0
